"filename", "language", "Python", "JSON", "Markdown", "pip requirements", "toml", "YAML", "C++", "C", "Batch", "Shell Script", "hex", "Makefile", "Database", "Rust", "ARM", "Docker", "XML", "comment", "blank", "total"
"e:\C&C++\project\yolov5\data\SKU-110K.yaml", "YAML", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 52
"e:\C&C++\project\yolov5\data\VOC.yaml", "YAML", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 99
"e:\C&C++\project\yolov5\data\VisDrone.yaml", "YAML", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 69
"e:\C&C++\project\yolov5\data\coco.yaml", "YAML", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 115
"e:\C&C++\project\yolov5\data\coco128-seg.yaml", "YAML", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 100
"e:\C&C++\project\yolov5\data\coco128.yaml", "YAML", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 100
"e:\C&C++\project\yolov5\data\hyps\hyp.Objects365.yaml", "YAML", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 35
"e:\C&C++\project\yolov5\data\hyps\hyp.VOC.yaml", "YAML", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 41
"e:\C&C++\project\yolov5\data\hyps\hyp.no-augmentation.yaml", "YAML", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 36
"e:\C&C++\project\yolov5\data\hyps\hyp.scratch-high.yaml", "YAML", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 35
"e:\C&C++\project\yolov5\data\hyps\hyp.scratch-low.yaml", "YAML", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 35
"e:\C&C++\project\yolov5\data\hyps\hyp.scratch-med.yaml", "YAML", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 35
"e:\C&C++\project\yolov5\data\scripts\download_weights.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 5, 23
"e:\C&C++\project\yolov5\data\scripts\get_coco.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 11, 4, 57
"e:\C&C++\project\yolov5\data\scripts\get_coco128.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 9, 3, 18
"e:\C&C++\project\yolov5\data\scripts\get_imagenet.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 16, 7, 52
"e:\C&C++\project\yolov5\data\scripts\get_imagenet10.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 11, 4, 30
"e:\C&C++\project\yolov5\data\scripts\get_imagenet100.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 11, 4, 30
"e:\C&C++\project\yolov5\data\scripts\get_imagenet1000.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 11, 4, 30
"e:\C&C++\project\yolov5\data\xView.yaml", "YAML", 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 17, 152
"e:\C&C++\project\yolov5\detect.py", "Python", 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 48, 438
"e:\C&C++\project\yolov5\export.py", "Python", 1258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 223, 1531
"e:\C&C++\project\yolov5\hubconf.py", "Python", 390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 102, 511
"e:\C&C++\project\yolov5\models\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\C&C++\project\yolov5\models\common.py", "Python", 915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 164, 1110
"e:\C&C++\project\yolov5\models\experimental.py", "Python", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26, 131
"e:\C&C++\project\yolov5\models\hub\anchors.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 57
"e:\C&C++\project\yolov5\models\hub\yolov3-spp.yaml", "YAML", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 53
"e:\C&C++\project\yolov5\models\hub\yolov3-tiny.yaml", "YAML", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 43
"e:\C&C++\project\yolov5\models\hub\yolov3.yaml", "YAML", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 53
"e:\C&C++\project\yolov5\models\hub\yolov5-bifpn.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\hub\yolov5-fpn.yaml", "YAML", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 44
"e:\C&C++\project\yolov5\models\hub\yolov5-p2.yaml", "YAML", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 56
"e:\C&C++\project\yolov5\models\hub\yolov5-p34.yaml", "YAML", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 43
"e:\C&C++\project\yolov5\models\hub\yolov5-p6.yaml", "YAML", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 58
"e:\C&C++\project\yolov5\models\hub\yolov5-p7.yaml", "YAML", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 69
"e:\C&C++\project\yolov5\models\hub\yolov5-panet.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\hub\yolov5l6.yaml", "YAML", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 62
"e:\C&C++\project\yolov5\models\hub\yolov5m6.yaml", "YAML", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 62
"e:\C&C++\project\yolov5\models\hub\yolov5n6.yaml", "YAML", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 62
"e:\C&C++\project\yolov5\models\hub\yolov5s-LeakyReLU.yaml", "YAML", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 51
"e:\C&C++\project\yolov5\models\hub\yolov5s-ghost.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\hub\yolov5s-transformer.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\hub\yolov5s6.yaml", "YAML", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 62
"e:\C&C++\project\yolov5\models\hub\yolov5x6.yaml", "YAML", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 62
"e:\C&C++\project\yolov5\models\segment\yolov5l-seg.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\segment\yolov5m-seg.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\segment\yolov5n-seg.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\segment\yolov5s-seg.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\segment\yolov5x-seg.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\tf.py", "Python", 643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 133, 798
"e:\C&C++\project\yolov5\models\yolo.py", "Python", 421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 66, 496
"e:\C&C++\project\yolov5\models\yolov5l.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\yolov5m.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\yolov5n.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\yolov5s.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\models\yolov5x.yaml", "YAML", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"e:\C&C++\project\yolov5\pyproject.toml", "toml", 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 148
"e:\C&C++\project\yolov5\requirements.txt", "pip requirements", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 7, 50
"e:\C&C++\project\yolov5\segment\predict.py", "Python", 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 34, 308
"e:\C&C++\project\yolov5\segment\train.py", "Python", 613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 76, 765
"e:\C&C++\project\yolov5\segment\tutorial.ipynb", "JSON", 0, 602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 603
"e:\C&C++\project\yolov5\segment\val.py", "Python", 433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 58, 523
"e:\C&C++\project\yolov5\train.py", "Python", 803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 110, 991
"e:\C&C++\project\yolov5\tutorial.ipynb", "JSON", 0, 604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 605
"e:\C&C++\project\yolov5\utils\__init__.py", "Python", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 98
"e:\C&C++\project\yolov5\utils\activations.py", "Python", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34, 135
"e:\C&C++\project\yolov5\utils\augmentations.py", "Python", 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 88, 449
"e:\C&C++\project\yolov5\utils\autoanchor.py", "Python", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 28, 176
"e:\C&C++\project\yolov5\utils\autobatch.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 71
"e:\C&C++\project\yolov5\utils\aws\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\C&C++\project\yolov5\utils\aws\mime.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 6, 6, 27
"e:\C&C++\project\yolov5\utils\aws\resume.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 42
"e:\C&C++\project\yolov5\utils\aws\userdata.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 2, 28
"e:\C&C++\project\yolov5\utils\callbacks.py", "Python", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 73
"e:\C&C++\project\yolov5\utils\dataloaders.py", "Python", 1140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 173, 1381
"e:\C&C++\project\yolov5\utils\docker\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 36, 22, 74
"e:\C&C++\project\yolov5\utils\downloads.py", "Python", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 137
"e:\C&C++\project\yolov5\utils\flask_rest_api\README.md", "Markdown", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 71
"e:\C&C++\project\yolov5\utils\flask_rest_api\example_request.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 18
"e:\C&C++\project\yolov5\utils\flask_rest_api\restapi.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 50
"e:\C&C++\project\yolov5\utils\general.py", "Python", 1020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 224, 1295
"e:\C&C++\project\yolov5\utils\google_app_engine\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 10, 7, 26
"e:\C&C++\project\yolov5\utils\google_app_engine\app.yaml", "YAML", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 17
"e:\C&C++\project\yolov5\utils\loggers\__init__.py", "Python", 391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 75, 477
"e:\C&C++\project\yolov5\utils\loggers\clearml\README.md", "Markdown", 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 223
"e:\C&C++\project\yolov5\utils\loggers\clearml\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\C&C++\project\yolov5\utils\loggers\clearml\clearml_utils.py", "Python", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 36, 231
"e:\C&C++\project\yolov5\utils\loggers\clearml\hpo.py", "Python", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 7, 91
"e:\C&C++\project\yolov5\utils\loggers\comet\README.md", "Markdown", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 251
"e:\C&C++\project\yolov5\utils\loggers\comet\__init__.py", "Python", 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 108, 552
"e:\C&C++\project\yolov5\utils\loggers\comet\comet_utils.py", "Python", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37, 152
"e:\C&C++\project\yolov5\utils\loggers\comet\hpo.py", "Python", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 127
"e:\C&C++\project\yolov5\utils\loggers\wandb\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\C&C++\project\yolov5\utils\loggers\wandb\wandb_utils.py", "Python", 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30, 213
"e:\C&C++\project\yolov5\utils\loss.py", "Python", 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 47, 260
"e:\C&C++\project\yolov5\utils\metrics.py", "Python", 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 69, 382
"e:\C&C++\project\yolov5\utils\plots.py", "Python", 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 71, 518
"e:\C&C++\project\yolov5\utils\segment\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\C&C++\project\yolov5\utils\segment\augmentations.py", "Python", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 20, 101
"e:\C&C++\project\yolov5\utils\segment\dataloaders.py", "Python", 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 42, 367
"e:\C&C++\project\yolov5\utils\segment\general.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30, 161
"e:\C&C++\project\yolov5\utils\segment\loss.py", "Python", 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 29, 199
"e:\C&C++\project\yolov5\utils\segment\metrics.py", "Python", 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37, 226
"e:\C&C++\project\yolov5\utils\segment\plots.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 153
"e:\C&C++\project\yolov5\utils\torch_utils.py", "Python", 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 79, 483
"e:\C&C++\project\yolov5\utils\triton.py", "Python", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 91
"e:\C&C++\project\yolov5\val.py", "Python", 510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 70, 605
"e:\C&C++\project\yolov5s.pt", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92910, 0, 366, 93276
"Total", "-", 14831, 2694, 1111, 17, 133, 5120, 40590, 57789, 27, 166, 3220, 18, 5, 114, 509, 25, 268004, 90175, 31843, 516391